"","Koder_samlet","SKS1","SKS1_til","SKS10","SKS10_til","SKS11","SKS11_til","SKS12","SKS12_til","SKS13","SKS13_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","SKS7","SKS7_til","SKS8","SKS8_til","SKS9","SKS9_til","Tid_i_min"
"70","UXRF40_TUL2/UXRF50_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"73","UXRF40_TUL1/UXRF50_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"75","UXRG30_TUL1/UXRG30_TUL2","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"76","UXRG45_TUL1/UXRG45_TUL2","Røntgenundersøgelse af calcaneus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"78","UXRF12_TUL2/UXRF15_TUL2","Røntgenundersøgelse af akromioclavicularled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"79","UXRG27_TUL1/UXRG27_TUL2","Tangential røntgenundersøgelse af patella","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Tangential røntgenundersøgelse af patella","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"80","UXRG45_TUL2/UXRG50_TUL2","Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"81","UXRG45_TUL1/UXRG50_TUL1","Røntgenundersøgelse af calcaneus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"82","UXRF12_TUL1/UXRF15_TUL1","Røntgenundersøgelse af akromioclavicularled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"83","UXRF30_TUL1/UXRF30_TUL2","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"84","UXRG15_TUL1/UXRG20_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"85","UXRC20_TUL1/UXRC20_TUL2","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"87","UXRG30_TUL2/UXRG40_TUL2","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"88","UXRG30_TUL1/UXRG40_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"89","UXRC20_TUL2/UXRF15_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"94","UXRG15_TUL2/UXRG20_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"97","UXRF25_TUL2/UXRF30_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"100","UXRF25_TUL2/UXRF40_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"103","UXRG20_TUL1/UXRG20_TUL2","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"105","UXRF25_TUL1/UXRF40_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106","UXRF30_TUL1/UXRF40_TUL1","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"108","UXRG25_TUL2/UXRG30_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"109","UXRC20_TUL1/UXRF15_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"112","UXRF20_TUL2/UXRF25_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"113","UXRF30_TUL2/UXRF40_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"116","UXRF15_TUL1/UXRF20_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"117","UXRG25_TUL2/UXRG40_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"123","UXRC00_NA/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"125","UXRE30_NA/UXRG10_NA/UXRG15_TUL1","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"127","UXRF15_TUL2/UXRF25_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"131","UXRG15_TUL1/UXRG25_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"132","UXRG30_TUL1/UXRG50_TUL1","Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"137","UXRF15_TUL2/UXRF20_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"140","UXRG15_TUL2/UXRG25_TUL2","Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"141","UXRG20_TUL1/UXRG30_TUL1","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"144","UXRF25_TUL1/UXRF30_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"146","UXRF40_TUL1/UXRG40_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"150","UXRC20_TUL1/UXRF12_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af akromioclavicularled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"152","UXRF15_TUL1/UXRG15_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"153","UXRF30_TUL2/UXRG20_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"155","UXRG20_TUL1/UXRG25_TUL1","Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"158","UXRC20_TUL1/UXRF10_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"162","UXRE30_NA/UXRG10_NA/UXRG15_TUL2","Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"164","UXRF15_TUL1/UXRF25_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"165","UXRF15_TUL1/UXRF40_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"166","UXRF15_TUL2/UXRF40_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"167","UXRF20_TUL2/UXRF30_TUL2","Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"168","UXRF45_TUL1/UXRF50_TUL1","Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"169","UXRF45_TUL2/UXRF50_TUL2","Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"174","UXRG20_TUL2/UXRG30_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"176","UXRG25_TUL1/UXRG30_TUL1","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"177","UXRG25_TUL1/UXRG40_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"189","UXRC00_NA/UXRE10_NA/UXRE20_NA/UXRE30_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna cervicalis",NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"192","UXRC20_TUL1/UXRF20_TUL1","Røntgenundersøgelse af clavicula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"194","UXRC20_TUL2/UXRF20_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af overarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"201","UXRE60_TUL1/UXRE60_TUL2","Røntgenundersøgelse af sakroiliakaled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af sakroiliakaled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"203","UXRF10_TUL1/UXRF10_TUL2","Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af scapula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"204","UXRF15_TUL1/UXRG25_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"206","UXRF15_TUL2/UXRG25_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"207","UXRF20_TUL1/UXRF25_TUL1","Røntgenundersøgelse af overarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"208","UXRF25_TUL1/UXRF40_TUL2","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"209","UXRF40_TUL2/UXRG40_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"210","UXRF45_TUL1/UXRF45_TUL2","Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"211","UXRF50_TUL1/UXRG25_TUL2","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"217","UXRG15_TUL1/UXRG50_TUL1","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"218","UXRG20_TUL2/UXRG25_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"220","UXRG25_TUL2/UXRG50_TUL2","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"223","UXRG40_TUL2/UXRG45_TUL2","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af calcaneus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"224","UXRG40_TUL2/UXRG50_TUL1","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"227","UXRC00_NA/UXRG10_NA/UXRG20_TUL1","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af femur","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"233","UXRC20_TUL2/UXRF12_TUL2","Røntgenundersøgelse af clavicula","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af akromioclavicularled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"238","UXRE20_NA/UXRE30_NA/UXRF40_TUL1","Røntgenundersøgelse af columna thoracalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna lumbalis",NA,"Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"251","UXRE70_NA/UXRG10_NA/UXRG15_TUL1","Skolioseoptagelse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af bækken",NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"255","UXRF10_TUL1/UXRF15_TUL1","Røntgenundersøgelse af scapula","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"257","UXRF15_TUL1/UXRF50_TUL1","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"258","UXRF15_TUL1/UXRF50_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"260","UXRF15_TUL1/UXRG50_TUL2","Røntgenundersøgelse af skulder","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"264","UXRF15_TUL2/UXRF50_TUL2","Røntgenundersøgelse af skulder","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"266","UXRF25_TUL1/UXRF45_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af os scaphoideum","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"267","UXRF25_TUL1/UXRF50_TUL1","Røntgenundersøgelse af albue","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"268","UXRF25_TUL2/UXRF50_TUL1","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"270","UXRF30_TUL1/UXRF40_TUL2","Røntgenundersøgelse af underarm","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"271","UXRF30_TUL2/UXRF50_TUL2","Røntgenundersøgelse af underarm","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hånd og fingre","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"275","UXRF40_TUL1/UXRG15_TUL1","Røntgenundersøgelse af håndled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"277","UXRF40_TUL2/UXRG15_TUL2","Røntgenundersøgelse af håndled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af hofte","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"282","UXRF50_TUL1/UXRG40_TUL1","Røntgenundersøgelse af hånd og fingre","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"298","UXRG15_TUL1/UXRG25_TUL2","Røntgenundersøgelse af hofte","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"302","UXRG20_TUL2/UXRG40_TUL2","Røntgenundersøgelse af femur","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"306","UXRG25_TUL1/UXRG30_TUL2","Røntgenundersøgelse af knæ","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"308","UXRG25_TUL2/UXRG40_TUL1","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"309","UXRG25_TUL2/UXRG50_TUL1","Røntgenundersøgelse af knæ","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"311","UXRG30_TUL2/UXRG50_TUL2","Røntgenundersøgelse af crus","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"312","UXRG40_TUL1/UXRG47_TUL1","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af mellemfod","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"313","UXRG40_TUL1/UXRG50_TUL2","Røntgenundersøgelse af fodled","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af fod og tæer","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"318","UXRG40_TUL2/UXRG47_TUL2","Røntgenundersøgelse af fodled","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af mellemfod","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"332","UXRA05_NA/UXRE10_NA/UXRE20_NA/UXRE30_NA","Røntgenundersøgelse af kranie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Røntgenundersøgelse af columna cervicalis",NA,"Røntgenundersøgelse af columna thoracalis",NA,"Røntgenundersøgelse af columna lumbalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
